,LatDim_0,LatDim_1,split
Sample_001,-0.58191895,0.2925382,train
Sample_003,0.9492606,1.0157677,train
Sample_004,-0.8172562,-1.9815669,train
Sample_005,0.8393339,0.63277215,train
Sample_006,0.9070121,-0.8117914,train
Sample_007,0.7540648,1.6346008,train
Sample_008,-0.8541198,2.668912,train
Sample_009,1.2762525,-0.01848214,train
Sample_010,1.4401398,0.6542204,train
Sample_012,0.008917391,-0.33003253,train
Sample_013,1.7044675,-1.393201,train
Sample_014,2.3933544,-1.0613964,train
Sample_016,1.6667523,-0.10348883,train
Sample_017,0.57391804,1.8495119,train
Sample_019,0.22415641,0.30957875,train
Sample_024,0.2893586,-0.098778866,train
Sample_025,-0.7168132,0.38358068,train
Sample_026,-0.59871423,0.21231484,train
Sample_027,1.2158203,0.12851773,train
Sample_028,0.76091826,0.29282385,train
Sample_030,1.5203078,-0.47690448,train
Sample_002,-0.17675549,0.4668282,valid
Sample_023,-0.24218199,1.6684465,valid
Sample_029,2.037837,0.43547228,valid
