,Gene1,Gene2,Gene3,split
Sample_001,0.026850317,-0.0045391833,0.023086939,train
Sample_003,0.02768058,-0.0052758493,0.023573758,train
Sample_004,-1.4268093,0.50074935,-0.2678411,train
Sample_005,0.02768058,-0.0052758493,0.023573758,train
Sample_006,0.026850317,-0.0045391833,0.023086939,train
Sample_007,0.026850317,-0.0045391833,0.023086939,train
Sample_008,0.026850317,-0.0045391833,0.023086939,train
Sample_009,-0.2731844,-0.09127807,0.20999055,train
Sample_010,0.026850317,-0.0045391833,0.023086939,train
Sample_012,0.026850317,-0.0045391833,0.023086939,train
Sample_013,0.026850317,-0.0045391833,0.023086939,train
Sample_014,-1.6323644,0.7593583,-0.5509258,train
Sample_016,-0.037355628,-0.023100875,0.06308339,train
Sample_017,-1.7414079,0.76430416,-0.5311992,train
Sample_019,0.026850317,-0.0045391833,0.023086939,train
Sample_024,-0.4319445,0.20041905,-0.12799655,train
Sample_025,-0.024233215,-0.019307237,0.054908913,train
Sample_026,-1.4730523,0.76268655,-0.59493154,train
Sample_027,-1.446178,0.63422847,-0.43556693,train
Sample_028,0.02768058,-0.0052758493,0.023573758,train
Sample_030,0.026850317,-0.0045391833,0.023086939,train
Sample_002,0.02842884,-0.0060602995,0.024034783,valid
Sample_023,-0.46307695,0.42730236,-0.41441035,valid
Sample_029,-2.090662,0.8524173,-0.56093305,valid
