,LatDim_0,LatDim_1,split
Sample_001,0.65613943,1.2510573,train
Sample_003,-0.39349073,-0.39053428,train
Sample_004,-0.76446074,1.6489985,train
Sample_005,2.267669,-0.7055809,train
Sample_006,0.5422877,-0.4660689,train
Sample_007,1.4024997,-0.3602635,train
Sample_008,0.38714844,-0.26862144,train
Sample_009,3.087819,-0.6386982,train
Sample_010,-2.3127375,-1.3011191,train
Sample_012,1.5493875,1.8823948,train
Sample_013,0.25618124,0.06758018,train
Sample_014,-0.17491043,0.3454065,train
Sample_016,-0.65892804,-0.9322142,train
Sample_017,1.0358286,0.40373868,train
Sample_019,-0.8266213,-0.43150938,train
Sample_024,-0.0119540095,-3.776878,train
Sample_025,0.68412596,1.7015296,train
Sample_026,1.2271087,-0.20732518,train
Sample_027,2.8343022,-0.85435635,train
Sample_028,2.072729,-0.30597797,train
Sample_030,1.2901039,0.5169301,train
Sample_002,1.8256097,-0.67703474,valid
Sample_023,0.7427922,0.65778804,valid
Sample_029,-0.18968028,0.09430408,valid
