,Gene1,Gene2,Gene3,split
Sample_001,0.12839362,-0.06637153,0.062683895,train
Sample_003,0.12839362,-0.06637153,0.062683895,train
Sample_004,-0.71317875,0.28276017,-0.22532237,train
Sample_005,0.12137547,-0.06958552,0.06797736,train
Sample_006,0.12839362,-0.06637153,0.062683895,train
Sample_007,0.12839362,-0.06637153,0.062683895,train
Sample_008,-1.3627031,0.59709466,-0.5022549,train
Sample_009,-0.18677416,0.23217684,-0.25540602,train
Sample_010,0.12875292,-0.06643852,0.06276541,train
Sample_012,-0.33372644,0.105127245,-0.06957874,train
Sample_013,0.12875292,-0.06643852,0.06276541,train
Sample_014,0.12839362,-0.06637153,0.062683895,train
Sample_016,0.12839362,-0.06637153,0.062683895,train
Sample_017,-0.5722455,0.24176934,-0.19897434,train
Sample_019,-0.18037188,-0.2077718,0.29557157,train
Sample_024,-0.054121345,0.10651906,-0.121523306,train
Sample_025,-0.1128943,0.053557888,-0.044506475,train
Sample_026,-0.119044095,-0.17968652,0.24931483,train
Sample_027,-0.31718722,0.21919581,-0.2157019,train
Sample_028,0.07237157,-0.013303641,0.00614243,train
Sample_030,0.12875292,-0.06643852,0.06276541,train
Sample_002,0.11227505,-0.06752129,0.06693114,valid
Sample_023,0.1290754,-0.06655919,0.06279073,valid
Sample_029,0.1290754,-0.06655919,0.06279073,valid
