,Gene1,Gene2,Gene3,split
Sample_001,0.012705363,0.008258028,0.010702459,train
Sample_003,-0.14278603,-0.05129851,0.12661678,train
Sample_004,-0.9904218,0.4367244,-0.29210377,train
Sample_005,0.02527988,-0.0030049647,0.02211522,train
Sample_006,-0.085035644,-0.034704007,0.09070821,train
Sample_007,0.02527988,-0.0030049647,0.02211522,train
Sample_008,0.026088865,-0.0037623434,0.022636982,train
Sample_009,-0.88221663,-0.26377305,0.58638674,train
Sample_010,-1.0686413,0.24303168,-0.022125792,train
Sample_012,-0.37139663,0.3354555,-0.31613898,train
Sample_013,-0.1001292,0.10932392,-0.09170735,train
Sample_014,-1.4051902,0.8195008,-0.6831192,train
Sample_016,0.02527988,-0.0030049647,0.02211522,train
Sample_017,0.026088865,-0.0037623434,0.022636982,train
Sample_019,0.015579664,0.005683517,0.013311204,train
Sample_024,-1.2937304,0.6745928,-0.5248783,train
Sample_025,-0.1439352,0.14856096,-0.13146614,train
Sample_026,0.02527988,-0.0030049647,0.02211522,train
Sample_027,-0.43064603,-0.13545908,0.3068373,train
Sample_028,0.02527988,-0.0030049647,0.02211522,train
Sample_030,-0.4526867,0.4250248,-0.41214868,train
Sample_002,-0.56858385,0.19445874,-0.08577256,valid
Sample_023,-0.4237211,0.20032553,-0.12945887,valid
Sample_029,-0.983354,0.3577401,-0.19348449,valid
