,Gene1,Gene2,Gene3,split
Sample_001,0.039278798,-0.015517323,0.030087998,train
Sample_003,0.039278798,-0.015517323,0.030087998,train
Sample_004,-0.6485659,0.19090168,-0.07322609,train
Sample_005,0.039278798,-0.015517323,0.030087998,train
Sample_006,-0.66752064,0.30051926,-0.2090533,train
Sample_007,0.039278798,-0.015517323,0.030087998,train
Sample_008,-0.82230985,0.4967319,-0.42586017,train
Sample_009,-0.93382293,0.027132154,0.20491003,train
Sample_010,0.039278798,-0.015517323,0.030087998,train
Sample_012,-0.33208406,0.31793153,-0.31144384,train
Sample_013,-0.41166094,-0.15512581,0.3162376,train
Sample_014,-1.1319671,0.30570862,-0.10554971,train
Sample_016,-0.47100472,0.38236022,-0.36157852,train
Sample_017,0.039278798,-0.015517323,0.030087998,train
Sample_019,0.039278798,-0.015517323,0.030087998,train
Sample_024,0.040101524,-0.016011924,0.03060551,train
Sample_025,-0.17174828,0.1739651,-0.16398759,train
Sample_026,0.040101524,-0.016011924,0.03060551,train
Sample_027,-0.24912164,0.035812136,0.032101423,train
Sample_028,-0.37317652,0.026744775,0.07305787,train
Sample_030,-0.41410974,0.39219087,-0.38719958,train
Sample_002,0.040869836,-0.016563797,0.030997774,valid
Sample_023,0.040869836,-0.016563797,0.030997774,valid
Sample_029,0.040869836,-0.016563797,0.030997774,valid
