,LatDim_0,LatDim_1,split
Sample_001,1.0527263,-0.09025639,train
Sample_003,0.5884055,0.5609098,train
Sample_004,2.1110604,-3.192444,train
Sample_005,-0.64175683,-1.9575486,train
Sample_006,-0.6090787,2.7201214,train
Sample_007,2.1999018,0.5222142,train
Sample_008,-1.4914017,-2.3063817,train
Sample_009,0.060552716,0.061941296,train
Sample_010,0.56799805,0.21446544,train
Sample_012,1.4918329,-1.0574138,train
Sample_013,0.3147065,0.35478148,train
Sample_014,1.4027572,-0.9499186,train
Sample_016,-0.22184905,-0.6321484,train
Sample_017,0.66707015,-0.86172706,train
Sample_019,-1.7735877,-0.0740743,train
Sample_024,1.8764036,1.383134,train
Sample_025,1.3663718,-0.30898038,train
Sample_026,-0.13958678,1.2100829,train
Sample_027,4.2009315,0.45547426,train
Sample_028,0.40089637,-0.07528736,train
Sample_030,0.5179968,1.6272564,train
Sample_002,2.3036184,0.87332684,valid
Sample_023,-0.1005339,-0.5947002,valid
Sample_029,-0.11850405,0.9161302,valid
