,Gene1,Gene2,Gene3,split
Sample_001,0.11764665,-0.061630383,0.060571585,train
Sample_003,0.117127426,-0.06164816,0.060407754,train
Sample_004,-0.42946565,-0.054559216,0.1616886,train
Sample_005,0.11764665,-0.061630383,0.060571585,train
Sample_006,0.117127426,-0.06164816,0.060407754,train
Sample_007,0.117127426,-0.06164816,0.060407754,train
Sample_008,0.117127426,-0.06164816,0.060407754,train
Sample_009,-0.27981925,-0.10349416,0.19402477,train
Sample_010,-0.11189007,0.15048237,-0.16449168,train
Sample_012,0.117127426,-0.06164816,0.060407754,train
Sample_013,-0.25925338,0.15856394,-0.14507258,train
Sample_014,-0.85399514,0.30943328,-0.2178427,train
Sample_016,0.117127426,-0.06164816,0.060407754,train
Sample_017,0.11764665,-0.061630383,0.060571585,train
Sample_019,0.0015434921,0.04541301,-0.053097818,train
Sample_024,-1.2767897,0.4850756,-0.35708916,train
Sample_025,0.117127426,-0.06164816,0.060407754,train
Sample_026,0.11764665,-0.061630383,0.060571585,train
Sample_027,0.117127426,-0.06164816,0.060407754,train
Sample_028,-0.9928483,0.53720737,-0.48093826,train
Sample_030,-0.38561356,0.1745991,-0.14005919,train
Sample_002,-0.73118347,0.27887323,-0.20342806,valid
Sample_023,-0.5314436,0.15672863,-0.08766426,valid
Sample_029,-0.37272552,0.118312694,-0.0705788,valid
