,LatDim_0,LatDim_1,split
Sample_001,-1.7718601,-0.8805183,train
Sample_003,1.2844125,0.5817397,train
Sample_004,1.1619477,-1.7546716,train
Sample_005,-0.320141,-0.60390234,train
Sample_006,1.2355947,0.502841,train
Sample_007,1.5462644,0.33721447,train
Sample_008,-0.32664528,1.5097471,train
Sample_009,1.542958,0.16142377,train
Sample_010,-0.8649744,1.28703,train
Sample_012,0.20731583,-0.25318825,train
Sample_013,-1.9004797,0.70265067,train
Sample_014,0.40425014,0.44222677,train
Sample_016,0.11499101,1.0495756,train
Sample_017,0.96407175,-0.38132092,train
Sample_019,1.893293,0.23979059,train
Sample_024,1.4166272,0.5549893,train
Sample_025,0.6117867,-0.40400758,train
Sample_026,-0.9137639,0.7204239,train
Sample_027,1.7991643,0.06888812,train
Sample_028,-0.6237988,0.2471232,train
Sample_030,0.47785383,-0.050639346,train
Sample_002,0.98777294,-0.3115251,valid
Sample_023,1.6332848,1.0663579,valid
Sample_029,1.5398536,1.3484001,valid
