,LatDim_0,LatDim_1,split
Sample_001,0.44747618,0.53737056,train
Sample_003,0.12576845,-1.2927239,train
Sample_004,1.9143045,-1.4689435,train
Sample_005,0.43063128,-0.6011601,train
Sample_006,-1.0359535,1.9486109,train
Sample_007,0.22400549,-1.2037889,train
Sample_008,-0.89061457,-0.08412596,train
Sample_009,1.6373699,-1.428728,train
Sample_010,0.41773352,1.0134932,train
Sample_012,0.045002464,-2.3933594,train
Sample_013,1.0361377,0.3212992,train
Sample_014,2.2281446,-0.121596985,train
Sample_016,-2.3855736,-1.6770988,train
Sample_017,0.71067184,-0.3762153,train
Sample_019,0.6281837,0.1860939,train
Sample_024,2.7254376,-0.8319608,train
Sample_025,-0.15118484,0.607144,train
Sample_026,0.7579934,0.09792752,train
Sample_027,-1.059373,0.30015674,train
Sample_028,2.102994,1.0247258,train
Sample_030,1.3229581,0.123232424,train
Sample_002,2.3005857,0.17758608,valid
Sample_023,2.019685,-0.16344018,valid
Sample_029,1.6567464,-0.009097512,valid
