,Gene1,Gene2,Gene3,split
Sample_001,0.095951945,-0.052089125,0.05632077,train
Sample_003,0.095951945,-0.052089125,0.05632077,train
Sample_004,-0.79532015,0.33331856,-0.22765203,train
Sample_005,-0.4200081,0.42822254,-0.4386325,train
Sample_006,0.09646914,-0.052371603,0.056598824,train
Sample_007,-0.43544033,0.0014239699,0.11307533,train
Sample_008,0.09646914,-0.052371603,0.056598824,train
Sample_009,-0.47121307,0.47588977,-0.48775274,train
Sample_010,0.09223006,-0.053465873,0.0589675,train
Sample_012,0.095951945,-0.052089125,0.05632077,train
Sample_013,0.095951945,-0.052089125,0.05632077,train
Sample_014,0.09646914,-0.052371603,0.056598824,train
Sample_016,0.095951945,-0.052089125,0.05632077,train
Sample_017,0.095951945,-0.052089125,0.05632077,train
Sample_019,0.095951945,-0.052089125,0.05632077,train
Sample_024,-0.034787655,-0.10045047,0.14929312,train
Sample_025,0.068761095,-0.026776925,0.030236969,train
Sample_026,-0.35777813,0.31850386,-0.31243336,train
Sample_027,-0.85644794,0.38879707,-0.28443217,train
Sample_028,-0.7886083,0.35883036,-0.2624902,train
Sample_030,-0.780851,0.2936106,-0.18057136,train
Sample_002,0.09702685,-0.052653942,0.056718037,valid
Sample_023,-0.8125136,0.17045285,-0.013942465,valid
Sample_029,-0.07130212,-0.11516814,0.17696804,valid
