,LatDim_0,LatDim_1,split
Sample_001,0.46100104,-0.27430966,train
Sample_003,-0.41213802,-0.8424131,train
Sample_004,1.0866863,0.09070361,train
Sample_005,1.9034587,-0.7760454,train
Sample_006,-0.40750426,-0.39521635,train
Sample_007,1.3692818,-0.82573426,train
Sample_008,0.21912949,-0.6448615,train
Sample_009,0.774227,1.0869706,train
Sample_010,0.54328436,-0.66328955,train
Sample_012,0.44227976,-0.9587112,train
Sample_013,-0.4696875,-1.2562143,train
Sample_014,-0.11478478,-1.060214,train
Sample_016,0.59834135,-0.17205594,train
Sample_017,-1.3451779,0.40214846,train
Sample_019,-0.2169914,-0.38109446,train
Sample_024,1.0176754,0.21529418,train
Sample_025,0.0819024,0.7003503,train
Sample_026,0.84654474,0.56638706,train
Sample_027,1.1089523,0.20915121,train
Sample_028,1.4615564,0.037116732,train
Sample_030,1.5323801,-0.21119279,train
Sample_002,-0.6555666,-1.415689,valid
Sample_023,2.1842928,-0.5739304,valid
Sample_029,0.9639591,-1.1484172,valid
