,Gene1,Gene2,Gene3,split
Sample_001,-0.1075708,-0.1704162,0.23849869,train
Sample_003,0.0974635,-0.07900234,0.08426064,train
Sample_004,-0.88909054,0.33625314,-0.25594127,train
Sample_005,0.12656166,-0.06594518,0.06229327,train
Sample_006,0.04214029,-0.1034653,0.12550437,train
Sample_007,-0.6412611,0.36179486,-0.33503655,train
Sample_008,0.12613142,-0.0659044,0.06211213,train
Sample_009,-1.3378253,0.75015575,-0.6957031,train
Sample_010,0.12613142,-0.0659044,0.06211213,train
Sample_012,0.0328241,0.021944158,-0.031575322,train
Sample_013,0.04922595,-0.06807983,0.0794905,train
Sample_014,0.12613142,-0.0659044,0.06211213,train
Sample_016,0.12613142,-0.0659044,0.06211213,train
Sample_017,0.091959566,-0.033325743,0.027528327,train
Sample_019,-0.085756004,0.090387695,-0.09592549,train
Sample_024,0.10773265,-0.074132346,0.07599858,train
Sample_025,0.12613142,-0.0659044,0.06211213,train
Sample_026,0.12613142,-0.0659044,0.06211213,train
Sample_027,-0.17562357,-0.20084944,0.28986147,train
Sample_028,-0.74749076,0.42461,-0.39458442,train
Sample_030,0.12613142,-0.0659044,0.06211213,train
Sample_002,0.12691693,-0.06607359,0.062367342,valid
Sample_023,-0.5473837,0.12576449,-0.053999983,valid
Sample_029,-0.06796898,-0.067425534,0.10046981,valid
