,LatDim_0,LatDim_1,split
Sample_001,0.3831646,2.1720507,train
Sample_003,-0.7657271,-0.2244318,train
Sample_004,0.9241159,-1.2352889,train
Sample_005,0.7845702,0.11558153,train
Sample_006,-0.38808,-0.3473712,train
Sample_007,2.0170348,-0.30988058,train
Sample_008,0.025541134,0.50307846,train
Sample_009,3.3465724,-0.4503797,train
Sample_010,-0.08797459,-0.080400884,train
Sample_012,0.9198166,0.7475294,train
Sample_013,1.4325851,0.32743576,train
Sample_014,1.9116187,2.0434072,train
Sample_016,0.16574311,0.36502945,train
Sample_017,-1.9534028,0.7289644,train
Sample_019,-1.152784,1.8585167,train
Sample_024,1.1153542,-0.37947232,train
Sample_025,-1.5692601,0.13324419,train
Sample_026,0.4220838,1.1514935,train
Sample_027,1.6493789,0.36531743,train
Sample_028,0.14510566,0.16814823,train
Sample_030,0.93517286,0.776662,train
Sample_002,0.45540965,0.87562907,valid
Sample_023,1.7461846,-0.34866923,valid
Sample_029,0.02379489,-1.3393458,valid
