,Gene1,Gene2,Gene3,split
Sample_001,-0.080469765,0.08363002,-0.071941465,train
Sample_003,0.055827573,-0.02763425,0.039234348,train
Sample_004,-0.65447253,0.6179312,-0.6238796,train
Sample_005,-0.27462602,0.2727028,-0.26926684,train
Sample_006,-0.41043353,0.39613318,-0.39605245,train
Sample_007,0.050440513,-0.022624608,0.033775974,train
Sample_008,-0.09070645,-0.07463394,0.13656865,train
Sample_009,-0.84207714,0.13449642,0.050743945,train
Sample_010,-0.018921405,-0.051609427,0.08888589,train
Sample_012,-0.28138226,-0.12247588,0.24592051,train
Sample_013,0.055827573,-0.02763425,0.039234348,train
Sample_014,-0.22842179,0.23070951,-0.226132,train
Sample_016,-0.20451955,0.20898564,-0.2038176,train
Sample_017,0.055827573,-0.02763425,0.039234348,train
Sample_019,0.056528114,-0.028158506,0.039463274,train
Sample_024,-0.9657812,0.26391083,-0.086617656,train
Sample_025,-0.602017,0.23598824,-0.14062744,train
Sample_026,0.055827573,-0.02763425,0.039234348,train
Sample_027,-1.1699371,0.46990654,-0.30397478,train
Sample_028,0.03383307,-0.007644262,0.01870097,train
Sample_030,-0.17008874,0.17769273,-0.17167407,train
Sample_002,0.057200566,-0.028608112,0.03981006,valid
Sample_023,0.057200566,-0.028608112,0.03981006,valid
Sample_029,0.057200566,-0.028608112,0.03981006,valid
