,Gene1,Gene2,Gene3,split
Sample_001,0.053808417,-0.026240306,0.03839179,train
Sample_003,0.05312186,-0.025804073,0.037956573,train
Sample_004,-0.4154672,0.39991173,-0.39898422,train
Sample_005,-0.13701898,-0.06986201,0.14173692,train
Sample_006,0.05312186,-0.025804073,0.037956573,train
Sample_007,-0.13343604,-0.08560908,0.16101009,train
Sample_008,0.05312186,-0.025804073,0.037956573,train
Sample_009,-0.21426833,-0.11152154,0.21432701,train
Sample_010,0.053808417,-0.026240306,0.03839179,train
Sample_012,0.05312186,-0.025804073,0.037956573,train
Sample_013,0.0298489,-0.0146569805,0.029206092,train
Sample_014,-0.56897557,-0.22591257,0.44996214,train
Sample_016,-0.063914225,-0.06332242,0.11515353,train
Sample_017,0.05312186,-0.025804073,0.037956573,train
Sample_019,0.05312186,-0.025804073,0.037956573,train
Sample_024,-0.24623442,0.0043187737,0.072099015,train
Sample_025,-0.22811112,0.22950476,-0.22399819,train
Sample_026,-1.3414093,0.69794977,-0.5586685,train
Sample_027,-1.024321,-0.37120068,0.7486374,train
Sample_028,0.05312186,-0.025804073,0.037956573,train
Sample_030,-0.04803704,0.06602997,-0.05626799,train
Sample_002,-0.25424972,-0.10655488,0.2182284,valid
Sample_023,0.054473247,-0.026667418,0.038669415,valid
Sample_029,-1.9798812,0.8524161,-0.60149795,valid
