,Gene1,Gene2,Gene3,split
Sample_001,-0.37958568,0.36315435,-0.37687862,train
Sample_003,0.11113745,-0.059481703,0.059311498,train
Sample_004,0.08967598,-0.039571848,0.038424544,train
Sample_005,0.036283888,-0.08947873,0.11423995,train
Sample_006,0.11113745,-0.059481703,0.059311498,train
Sample_007,-0.49363583,0.19249651,-0.13211776,train
Sample_008,-1.0820718,0.36314502,-0.2226146,train
Sample_009,-0.32738602,0.027974501,0.042508166,train
Sample_010,-0.2835558,0.049515516,0.0056335814,train
Sample_012,-0.042144403,-0.120908305,0.17179158,train
Sample_013,0.11113745,-0.059481703,0.059311498,train
Sample_014,0.11113745,-0.059481703,0.059311498,train
Sample_016,0.11113745,-0.059481703,0.059311498,train
Sample_017,0.11156918,-0.059596114,0.059511494,train
Sample_019,0.11113745,-0.059481703,0.059311498,train
Sample_024,0.11156918,-0.059596114,0.059511494,train
Sample_025,0.11113745,-0.059481703,0.059311498,train
Sample_026,-1.0476971,0.63382,-0.5779532,train
Sample_027,-0.11142033,0.14712375,-0.15761693,train
Sample_028,0.0064344704,-0.10144067,0.13614382,train
Sample_030,0.03360652,0.012443893,-0.016143937,train
Sample_002,0.11199203,-0.059774578,0.05957376,valid
Sample_023,-0.09768124,0.07269746,-0.06532511,valid
Sample_029,-0.64071715,0.29493618,-0.23346029,valid
