,LatDim_0,LatDim_1,split
Sample_001,1.1409364,-1.3196946,train
Sample_003,0.24669152,-0.33654922,train
Sample_004,1.2079668,-1.0301148,train
Sample_005,1.2173702,-1.2416537,train
Sample_006,-0.4425267,-0.037908856,train
Sample_007,0.30066344,0.012359541,train
Sample_008,-2.260792,-0.58712995,train
Sample_009,1.7386717,-1.2608413,train
Sample_010,-0.39767614,-0.9614605,train
Sample_012,1.2414403,-0.203642,train
Sample_013,-0.15870808,-0.22653703,train
Sample_014,0.94233644,-1.185489,train
Sample_016,-1.0333902,0.5833647,train
Sample_017,-0.08978522,1.3835211,train
Sample_019,-0.73744917,0.13833722,train
Sample_024,0.20274958,-1.0079926,train
Sample_025,0.011667715,-0.5555471,train
Sample_026,-0.52596354,-0.017446404,train
Sample_027,0.21435785,-0.0015162873,train
Sample_028,-0.080015704,1.4434167,train
Sample_030,0.37292844,-0.410724,train
Sample_002,0.7243377,0.66873944,valid
Sample_023,-1.3034598,0.92062736,valid
Sample_029,-0.12646818,-1.2073972,valid
