,Gene1,Gene2,Gene3,split
Sample_001,0.06811042,-0.036506593,0.045619234,train
Sample_003,0.06811042,-0.036506593,0.045619234,train
Sample_004,-0.40360945,-0.19366181,0.36376703,train
Sample_005,-0.12404853,-0.10052505,0.17521936,train
Sample_006,-0.31517667,0.31247252,-0.3163274,train
Sample_007,-0.04634036,-0.0048463717,0.03160212,train
Sample_008,-0.087331034,-0.089206785,0.15116377,train
Sample_009,-1.30931,0.2925701,-0.05103524,train
Sample_010,0.06811042,-0.036506593,0.045619234,train
Sample_012,0.06811042,-0.036506593,0.045619234,train
Sample_013,0.039881796,-0.045911063,0.064657815,train
Sample_014,-0.24270248,0.24661788,-0.24838677,train
Sample_016,0.06880868,-0.03705427,0.045877162,train
Sample_017,-0.21468799,-0.13072193,0.23635042,train
Sample_019,-0.46452367,-0.21519358,0.40550858,train
Sample_024,-0.5192437,0.4641595,-0.46462858,train
Sample_025,0.06811042,-0.036506593,0.045619234,train
Sample_026,-0.50361806,0.19913977,-0.123433456,train
Sample_027,-0.83872575,0.77039057,-0.78629726,train
Sample_028,-0.3483109,0.16471553,-0.116023675,train
Sample_030,0.06811042,-0.036506593,0.045619234,train
Sample_002,0.069505,-0.037450425,0.046199862,valid
Sample_023,0.069505,-0.037450425,0.046199862,valid
Sample_029,0.069505,-0.037450425,0.046199862,valid
