,LatDim_0,LatDim_1,split
Sample_001,-1.3836857,0.76825196,train
Sample_003,-1.4762294,-1.8986495,train
Sample_004,0.8633832,0.25082523,train
Sample_005,-0.8459886,-0.8567655,train
Sample_006,0.98034453,0.87183046,train
Sample_007,1.5549084,0.33338773,train
Sample_008,1.6362557,-1.4600835,train
Sample_009,1.3238589,1.8408412,train
Sample_010,0.010608446,0.84627324,train
Sample_012,1.2690428,0.41571346,train
Sample_013,1.0303124,-0.14511292,train
Sample_014,3.2699919,1.8136606,train
Sample_016,0.7217127,0.12475236,train
Sample_017,1.559093,-0.17126817,train
Sample_019,0.058133043,-1.3143522,train
Sample_024,1.3574841,1.875995,train
Sample_025,-1.3911914,-0.5659693,train
Sample_026,0.30075338,-0.4753233,train
Sample_027,2.6736565,-0.8376144,train
Sample_028,1.9503175,-0.58600736,train
Sample_030,0.08860005,-0.647985,train
Sample_002,0.888201,1.546775,valid
Sample_023,2.3097625,-0.35219967,valid
Sample_029,0.36436656,0.4097338,valid
