,Gene1,Gene2,Gene3,split
Sample_001,-0.22349039,-0.020945426,0.09792071,train
Sample_003,-0.022525653,-0.061850764,0.10175744,train
Sample_004,-0.3876936,-0.18122126,0.34766877,train
Sample_005,-0.5390606,0.51492316,-0.5238477,train
Sample_006,-0.15438703,-0.1049552,0.19055548,train
Sample_007,0.06450249,-0.034238845,0.04377343,train
Sample_008,0.06384671,-0.03361633,0.04359258,train
Sample_009,-0.980893,0.41964626,-0.2904828,train
Sample_010,-0.314842,0.18045893,-0.14333762,train
Sample_012,0.06384671,-0.03361633,0.04359258,train
Sample_013,-0.8630956,0.61121356,-0.56963754,train
Sample_014,-1.1356797,0.64789206,-0.5502912,train
Sample_016,-1.2921575,0.49674222,-0.31436315,train
Sample_017,0.06384671,-0.03361633,0.04359258,train
Sample_019,0.06384671,-0.03361633,0.04359258,train
Sample_024,0.06450249,-0.034238845,0.04377343,train
Sample_025,-0.3516634,0.07039062,0.009309832,train
Sample_026,0.06384671,-0.03361633,0.04359258,train
Sample_027,-1.1601453,0.5194634,-0.37837636,train
Sample_028,0.06384671,-0.03361633,0.04359258,train
Sample_030,0.06384671,-0.03361633,0.04359258,train
Sample_002,0.0032023266,-0.055075638,0.085899964,valid
Sample_023,0.06520567,-0.034670286,0.044141456,valid
Sample_029,0.06520567,-0.034670286,0.044141456,valid
