,Gene1,Gene2,Gene3,split
Sample_001,0.12544046,-0.06556727,0.062048275,train
Sample_003,0.12544046,-0.06556727,0.062048275,train
Sample_004,-1.0900933,0.7682372,-0.765099,train
Sample_005,0.12544046,-0.06556727,0.062048275,train
Sample_006,-0.44726062,-0.27743995,0.4404376,train
Sample_007,0.12544046,-0.06556727,0.062048275,train
Sample_008,0.12577014,-0.06578902,0.062027663,train
Sample_009,-0.21232285,0.0029892325,0.03941642,train
Sample_010,-1.1606338,0.55763435,-0.48505577,train
Sample_012,-0.407077,0.4346766,-0.4717417,train
Sample_013,-0.26945513,-0.24102762,0.36026147,train
Sample_014,0.070068985,-0.09062235,0.10406652,train
Sample_016,0.12577014,-0.06578902,0.062027663,train
Sample_017,0.12544046,-0.06556727,0.062048275,train
Sample_019,0.12544046,-0.06556727,0.062048275,train
Sample_024,0.12544046,-0.06556727,0.062048275,train
Sample_025,0.12577014,-0.06578902,0.062027663,train
Sample_026,0.12544046,-0.06556727,0.062048275,train
Sample_027,-0.4979607,0.27346653,-0.24963586,train
Sample_028,0.036708705,-0.10499264,0.1290558,train
Sample_030,-0.28443736,0.20211674,-0.19975041,train
Sample_002,0.0034677908,-0.120759666,0.15469241,valid
Sample_023,-0.95299375,0.6066511,-0.58643645,valid
Sample_029,-0.8493943,0.33552188,-0.26255763,valid
