,LatDim_0,LatDim_1,split
Sample_001,0.96858954,-1.3804511,train
Sample_003,-0.5187559,-0.04686682,train
Sample_004,3.1190543,-1.49614,train
Sample_005,0.66197085,-0.6138996,train
Sample_006,2.4131014,-0.5215781,train
Sample_007,-1.2011673,-0.2865027,train
Sample_008,1.1533203,1.2329072,train
Sample_009,1.0622586,-0.99450547,train
Sample_010,1.2184291,1.1544576,train
Sample_012,0.49964792,-0.4829929,train
Sample_013,-0.029689167,-0.9831821,train
Sample_014,2.1442006,0.5075169,train
Sample_016,0.35176995,0.3042368,train
Sample_017,1.0109391,0.85996747,train
Sample_019,-2.1502929,1.1640239,train
Sample_024,0.8625841,0.4926581,train
Sample_025,1.795902,-0.43891713,train
Sample_026,2.0820718,-1.17631,train
Sample_027,2.0182095,0.15677285,train
Sample_028,-0.3963398,0.039167587,train
Sample_030,0.9698546,-0.8598176,train
Sample_002,1.6715475,-0.3952194,valid
Sample_023,2.2011397,-1.4550669,valid
Sample_029,0.95251286,-0.3008707,valid
