,Gene1,Gene2,Gene3,split
Sample_001,0.10567488,-0.05679057,0.05885783,train
Sample_003,-0.11669624,-0.14315332,0.22226733,train
Sample_004,-0.2309842,-0.18724968,0.30607665,train
Sample_005,0.10567488,-0.05679057,0.05885783,train
Sample_006,-0.44964826,0.20311849,-0.143721,train
Sample_007,-0.6215192,0.24783982,-0.16045739,train
Sample_008,0.10567488,-0.05679057,0.05885783,train
Sample_009,-0.28787452,0.31095773,-0.32088926,train
Sample_010,0.10567488,-0.05679057,0.05885783,train
Sample_012,0.1061459,-0.057172894,0.05885334,train
Sample_013,0.10567488,-0.05679057,0.05885783,train
Sample_014,0.10567488,-0.05679057,0.05885783,train
Sample_016,0.06360156,-0.017475583,0.018260077,train
Sample_017,-0.06337458,-0.11591579,0.1750725,train
Sample_019,-0.83359945,0.3216256,-0.20504454,train
Sample_024,-0.5839071,0.2696263,-0.19742057,train
Sample_025,0.09669579,-0.060819086,0.06578327,train
Sample_026,0.10567488,-0.05679057,0.05885783,train
Sample_027,-0.7308024,0.2479228,-0.13461709,train
Sample_028,0.1061459,-0.057172894,0.05885334,train
Sample_030,0.08171044,-0.066003434,0.07640202,train
Sample_002,-0.09298992,-0.033260237,0.075035445,valid
Sample_023,-0.76527846,0.45460486,-0.39402694,valid
Sample_029,-0.76271874,0.49994642,-0.45299435,valid
