,Gene1,Gene2,Gene3,split
Sample_001,-0.4178892,0.43173385,-0.4540294,train
Sample_003,0.11070175,-0.05931011,0.0592398,train
Sample_004,-1.3841407,0.59038943,-0.4430004,train
Sample_005,0.1103284,-0.05899843,0.05927185,train
Sample_006,-0.28831837,0.15717307,-0.12991735,train
Sample_007,-0.11940556,-0.15045834,0.22795302,train
Sample_008,-0.1970824,-0.18138246,0.2849869,train
Sample_009,0.11070175,-0.05931011,0.0592398,train
Sample_010,0.1103284,-0.05899843,0.05927185,train
Sample_012,-1.1823071,0.5143013,-0.3930309,train
Sample_013,0.038306758,-0.08767113,0.11215343,train
Sample_014,0.1103284,-0.05899843,0.05927185,train
Sample_016,0.07860218,-0.029523684,0.028441548,train
Sample_017,-0.45990732,-0.035240628,0.15560049,train
Sample_019,0.1103284,-0.05899843,0.05927185,train
Sample_024,0.11070175,-0.05931011,0.0592398,train
Sample_025,0.1066495,-0.05558061,0.055696845,train
Sample_026,-0.15935034,0.19154236,-0.20279142,train
Sample_027,0.1103284,-0.05899843,0.05927185,train
Sample_028,-0.06806033,-0.13073616,0.1904152,train
Sample_030,0.1103284,-0.05899843,0.05927185,train
Sample_002,0.052439734,-0.005027715,0.0021851137,valid
Sample_023,-1.7761555,0.7734539,-0.597951,valid
Sample_029,-0.009985797,-0.108020976,0.14819321,valid
