,Gene1,Gene2,Gene3,split
Sample_001,-0.57531124,0.05485285,0.040777408,train
Sample_003,0.0107941255,0.0435374,-0.054386288,train
Sample_004,0.12691693,-0.06607359,0.062367342,train
Sample_005,0.12730707,-0.06616484,0.06247675,train
Sample_006,0.12691693,-0.06607359,0.062367342,train
Sample_007,0.12691693,-0.06607359,0.062367342,train
Sample_008,0.12691693,-0.06607359,0.062367342,train
Sample_009,-0.25067997,-0.025131479,0.08117338,train
Sample_010,0.12691693,-0.06607359,0.062367342,train
Sample_012,0.12691693,-0.06607359,0.062367342,train
Sample_013,0.12691693,-0.06607359,0.062367342,train
Sample_014,-1.552817,0.7239024,-0.6216885,train
Sample_016,0.12730707,-0.06616484,0.06247675,train
Sample_017,-0.33819026,0.033973314,0.022513356,train
Sample_019,0.12691693,-0.06607359,0.062367342,train
Sample_024,0.12691693,-0.06607359,0.062367342,train
Sample_025,0.12730707,-0.06616484,0.06247675,train
Sample_026,-0.21183757,0.23551697,-0.25528157,train
Sample_027,-0.23011525,-0.22764803,0.33242804,train
Sample_028,-0.22419344,-0.1266026,0.20438588,train
Sample_030,-0.029122293,0.08121542,-0.09451955,train
Sample_002,0.12764251,-0.066271774,0.06251569,valid
Sample_023,-0.8413636,0.6234243,-0.6279021,valid
Sample_029,-0.72065985,0.6085398,-0.6313489,valid
