,Gene1,Gene2,Gene3,split
Sample_001,0.021939322,0.00016209716,0.019734692,train
Sample_003,-0.07016088,-0.026993282,0.07788051,train
Sample_004,0.021939322,0.00016209716,0.019734692,train
Sample_005,0.021939322,0.00016209716,0.019734692,train
Sample_006,-0.6370838,0.59102017,-0.57775414,train
Sample_007,-0.6098673,0.5666176,-0.55308986,train
Sample_008,0.021939322,0.00016209716,0.019734692,train
Sample_009,-0.42511815,-0.1257572,0.29630712,train
Sample_010,0.022829328,-0.00066207175,0.020275958,train
Sample_012,-0.24504744,0.038486168,0.03803928,train
Sample_013,-0.4734916,0.0052762204,0.13908793,train
Sample_014,-2.6924982,1.3022023,-0.97454363,train
Sample_016,-0.17029957,0.17254503,-0.15439907,train
Sample_017,-0.63517904,0.5043446,-0.46544886,train
Sample_019,0.021939322,0.00016209716,0.019734692,train
Sample_024,-0.5709878,0.11416958,0.023001518,train
Sample_025,0.021939322,0.00016209716,0.019734692,train
Sample_026,0.021939322,0.00016209716,0.019734692,train
Sample_027,-0.78664714,0.32967547,-0.20096576,train
Sample_028,0.022829328,-0.00066207175,0.020275958,train
Sample_030,-0.8672954,0.5209691,-0.4279377,train
Sample_002,-1.6260712,0.99876475,-0.8560434,valid
Sample_023,-0.842847,0.34675482,-0.21067718,valid
Sample_029,-0.18790923,0.11663438,-0.07842262,valid
