,LatDim_0,LatDim_1,split
Sample_001,1.0271267,0.62317014,train
Sample_003,-2.4344368,0.49401128,train
Sample_004,1.4267327,0.7374091,train
Sample_005,0.46377456,0.8474803,train
Sample_006,0.30468693,1.5911006,train
Sample_007,-0.124653935,2.1897037,train
Sample_008,0.34417492,-0.9331746,train
Sample_009,1.5710193,-0.74463856,train
Sample_010,0.2799022,0.015781619,train
Sample_012,0.8930043,-0.9878992,train
Sample_013,-2.5015335,-1.0373952,train
Sample_014,0.16067839,1.1501238,train
Sample_016,-0.24655227,1.6962225,train
Sample_017,0.01832437,-0.874299,train
Sample_019,-0.504716,0.57987523,train
Sample_024,2.4195995,-0.83884704,train
Sample_025,1.7606943,-0.03325292,train
Sample_026,-0.8031101,-1.7385228,train
Sample_027,1.6695473,0.41114712,train
Sample_028,-1.0157573,2.0218647,train
Sample_030,0.2782587,0.7541163,train
Sample_002,0.08892724,-0.46600837,valid
Sample_023,-0.85747254,0.98920095,valid
Sample_029,0.1014778,0.53408116,valid
