,LatDim_0,LatDim_1,split
Sample_001,-0.6032015,-0.9117222,train
Sample_003,-1.2531244,0.9666157,train
Sample_004,3.388754,1.6330221,train
Sample_005,0.23602217,-0.050242204,train
Sample_006,1.6634463,-0.9317578,train
Sample_007,0.08505851,0.22134237,train
Sample_008,0.5691755,-0.15149796,train
Sample_009,2.4856186,0.6764185,train
Sample_010,-1.3095026,0.29322323,train
Sample_012,2.3738184,-0.6493151,train
Sample_013,-0.20598686,0.22610219,train
Sample_014,1.6827688,-1.1338109,train
Sample_016,0.22607711,0.24066983,train
Sample_017,0.5914675,0.8224251,train
Sample_019,-0.5423721,1.8066347,train
Sample_024,0.6319506,1.0102938,train
Sample_025,1.2349252,2.1049914,train
Sample_026,0.320024,-0.31879768,train
Sample_027,2.414781,0.7124921,train
Sample_028,0.47512624,0.26614797,train
Sample_030,0.47068623,-2.372308,train
Sample_002,-1.1890578,-1.6712806,valid
Sample_023,1.5138785,-0.25853083,valid
Sample_029,1.8565749,0.7915909,valid
