,Gene1,Gene2,Gene3,split
Sample_001,-0.055483572,0.024260104,-0.005957406,train
Sample_003,0.0058483034,0.02994436,-0.027684916,train
Sample_004,0.092523344,-0.050428122,0.055353258,train
Sample_005,0.092523344,-0.050428122,0.055353258,train
Sample_006,-0.06576731,0.09635246,-0.09629555,train
Sample_007,-0.8326198,0.409381,-0.31881854,train
Sample_008,0.092523344,-0.050428122,0.055353258,train
Sample_009,0.092523344,-0.050428122,0.055353258,train
Sample_010,0.08839385,-0.046598904,0.05139704,train
Sample_012,-0.20607334,-0.16023417,0.26616707,train
Sample_013,0.092523344,-0.050428122,0.055353258,train
Sample_014,-0.108592354,-0.08663896,0.14920832,train
Sample_016,0.092523344,-0.050428122,0.055353258,train
Sample_017,0.092523344,-0.050428122,0.055353258,train
Sample_019,0.09312392,-0.05082341,0.055378594,train
Sample_024,-0.8665577,0.46429875,-0.38204566,train
Sample_025,-0.20005596,0.04527113,0.00098655,train
Sample_026,0.092523344,-0.050428122,0.055353258,train
Sample_027,-1.9886045,0.8334192,-0.5927152,train
Sample_028,0.09312392,-0.05082341,0.055378594,train
Sample_030,0.09312392,-0.05082341,0.055378594,train
Sample_002,-1.0872294,0.5281446,-0.41230303,valid
Sample_023,0.0937043,-0.05110263,0.055549562,valid
Sample_029,0.0937043,-0.05110263,0.055549562,valid
