,LatDim_0,LatDim_1,split
Sample_001,1.2533524,-0.24782318,train
Sample_003,-2.2850602,0.5543231,train
Sample_004,-0.040298104,0.3556027,train
Sample_005,1.3063227,0.643967,train
Sample_006,-1.3425794,0.38322732,train
Sample_007,1.4240061,0.8701827,train
Sample_008,1.6753526,-0.27584222,train
Sample_009,2.4022315,-2.2606838,train
Sample_010,-0.06673719,1.137267,train
Sample_012,1.3396609,1.3681022,train
Sample_013,2.8434045,2.2275622,train
Sample_014,-0.7694365,-1.0807811,train
Sample_016,-0.6118138,-0.24321802,train
Sample_017,1.0176796,0.1100694,train
Sample_019,0.96087927,-0.27603194,train
Sample_024,1.2742622,1.2350136,train
Sample_025,2.7531786,-0.15842535,train
Sample_026,1.8681552,-0.43940988,train
Sample_027,0.5626739,-0.7813451,train
Sample_028,-0.62909406,1.619158,train
Sample_030,-0.6004747,0.6475818,train
Sample_002,0.6308242,-0.069813535,valid
Sample_023,-0.14825174,-1.767877,valid
Sample_029,1.275899,-0.43524975,valid
