,LatDim_0,LatDim_1,split
Sample_001,-0.22907555,0.20604898,train
Sample_003,-1.1682074,0.20786077,train
Sample_004,0.41505468,-0.97549367,train
Sample_005,2.297141,-0.5929423,train
Sample_006,1.6463925,0.8623073,train
Sample_007,2.3622937,-0.54294205,train
Sample_008,-0.05075918,0.29679942,train
Sample_009,1.7357316,-0.7526113,train
Sample_010,-0.3581671,-0.97539407,train
Sample_012,2.9069414,2.2079554,train
Sample_013,0.4920448,-0.16066492,train
Sample_014,1.4799082,1.7400091,train
Sample_016,-1.9481485,-0.05025127,train
Sample_017,-0.057218287,-0.93025446,train
Sample_019,1.4726894,-0.45315358,train
Sample_024,0.20146629,1.2933524,train
Sample_025,1.1287459,-0.88993,train
Sample_026,2.053469,0.49363667,train
Sample_027,0.36078346,-2.751076,train
Sample_028,-2.517164,-1.5115217,train
Sample_030,0.7726624,-0.6435572,train
Sample_002,-1.3037007,1.029881,valid
Sample_023,-0.092288345,0.6321471,valid
Sample_029,0.52011824,-1.1438711,valid
