,LatDim_0,LatDim_1,split
Sample_001,0.4349055,-0.4216055,train
Sample_003,-0.7866749,0.37158692,train
Sample_004,1.9037342,-0.28960133,train
Sample_005,0.042514488,-0.24684379,train
Sample_006,0.011523187,1.2251525,train
Sample_007,0.4914769,-0.8954611,train
Sample_008,1.5268524,1.1361059,train
Sample_009,0.12764294,-1.1231828,train
Sample_010,-1.0476147,0.4436788,train
Sample_012,2.191988,-0.024728408,train
Sample_013,-0.1318889,0.79456633,train
Sample_014,1.2283916,0.019439518,train
Sample_016,1.4861058,-0.44446087,train
Sample_017,1.2305639,1.6001765,train
Sample_019,-0.17452584,-0.9446498,train
Sample_024,1.2116581,1.5448911,train
Sample_025,1.5535055,-0.25892356,train
Sample_026,1.3367233,0.729431,train
Sample_027,2.1589396,0.48221806,train
Sample_028,-0.6974672,-0.10914,train
Sample_030,0.6798346,-1.2739091,train
Sample_002,0.7700684,0.46874404,valid
Sample_023,0.9917477,-1.1322592,valid
Sample_029,1.5760753,-0.9927687,valid
