,Gene1,Gene2,Gene3,split
Sample_001,-0.6929787,0.43374842,-0.38121727,train
Sample_003,0.10469634,-0.05621434,0.058550626,train
Sample_004,0.105167605,-0.05652529,0.058782175,train
Sample_005,0.10469634,-0.05621434,0.058550626,train
Sample_006,-0.7054379,0.25037122,-0.1428868,train
Sample_007,-0.5600677,0.13268512,-0.025820166,train
Sample_008,-0.27820122,0.20456606,-0.1854473,train
Sample_009,-1.2979623,0.49584436,-0.316806,train
Sample_010,0.10469634,-0.05621434,0.058550626,train
Sample_012,-1.2207092,0.6292978,-0.50681186,train
Sample_013,0.04575139,-0.0011031739,0.0017468482,train
Sample_014,0.105167605,-0.05652529,0.058782175,train
Sample_016,-0.2608335,-0.19583535,0.32522205,train
Sample_017,0.05453785,-0.009318162,0.010214139,train
Sample_019,0.10469634,-0.05621434,0.058550626,train
Sample_024,0.10469634,-0.05621434,0.058550626,train
Sample_025,0.10469634,-0.05621434,0.058550626,train
Sample_026,0.08995126,-0.061846502,0.06930786,train
Sample_027,0.105167605,-0.05652529,0.058782175,train
Sample_028,-0.25466532,-0.19437343,0.32183492,train
Sample_030,0.10469634,-0.05621434,0.058550626,train
Sample_002,-1.0625027,0.6027932,-0.51247895,valid
Sample_023,-0.5926994,0.20638822,-0.11396365,valid
Sample_029,0.10567488,-0.05679057,0.05885783,valid
