,LatDim_0,LatDim_1,split
Sample_001,0.5227014,0.93757087,train
Sample_003,-0.94408864,-0.4392527,train
Sample_004,1.4513974,0.35288268,train
Sample_005,1.6161377,-0.15106285,train
Sample_006,-0.39662582,1.174194,train
Sample_007,1.9054112,1.0394034,train
Sample_008,0.9481201,-0.2491511,train
Sample_009,0.1597696,1.997939,train
Sample_010,-0.25370958,-0.3183165,train
Sample_012,1.5954717,-0.7084319,train
Sample_013,0.37612134,1.6424102,train
Sample_014,1.8667485,0.42460772,train
Sample_016,-0.16238567,-0.6750778,train
Sample_017,0.16966009,-0.1859857,train
Sample_019,-0.11790137,1.4611629,train
Sample_024,0.6461706,-0.40873075,train
Sample_025,1.4626311,1.0174625,train
Sample_026,0.14233813,-0.27073756,train
Sample_027,1.3501724,0.23215851,train
Sample_028,-0.024758607,0.16154651,train
Sample_030,0.3546996,0.9039854,train
Sample_002,-0.5566001,-1.6463248,valid
Sample_023,-1.0242842,-0.042487066,valid
Sample_029,0.8104082,-1.9134465,valid
