,Gene1,Gene2,Gene3,split
Sample_001,0.03772098,-0.01432741,0.029182192,train
Sample_003,-0.42024547,-0.15550892,0.317946,train
Sample_004,-1.2120774,0.5983644,-0.46566206,train
Sample_005,0.03772098,-0.01432741,0.029182192,train
Sample_006,0.038491048,-0.014961592,0.02965965,train
Sample_007,0.038491048,-0.014961592,0.02965965,train
Sample_008,-0.23478469,-0.09833523,0.20100653,train
Sample_009,-0.32513365,-0.12618794,0.25797468,train
Sample_010,-1.1878865,0.50944847,-0.35778162,train
Sample_012,-0.053635724,-0.042490777,0.08678578,train
Sample_013,-0.08316069,-0.05159271,0.10540229,train
Sample_014,0.03772098,-0.01432741,0.029182192,train
Sample_016,-0.6818505,0.2506151,-0.1427993,train
Sample_017,0.03772098,-0.01432741,0.029182192,train
Sample_019,0.03772098,-0.01432741,0.029182192,train
Sample_024,-1.9354682,1.0363454,-0.8606131,train
Sample_025,-0.8867637,0.76478857,-0.75669014,train
Sample_026,0.03772098,-0.01432741,0.029182192,train
Sample_027,-0.0037611797,-0.02801726,0.056386568,train
Sample_028,0.03772098,-0.01432741,0.029182192,train
Sample_030,-0.12188208,-0.06352971,0.12981749,train
Sample_002,-0.1323621,0.13860002,-0.12776525,valid
Sample_023,0.039278798,-0.015517323,0.030087998,valid
Sample_029,-0.20819819,-0.09213485,0.1871277,valid
