,Gene1,Gene2,Gene3,split
Sample_001,0.034599677,-0.0118493,0.027457971,train
Sample_003,0.034599677,-0.0118493,0.027457971,train
Sample_004,-0.88720447,-0.29241166,0.6049069,train
Sample_005,0.034599677,-0.0118493,0.027457971,train
Sample_006,-0.13177972,-0.06352736,0.13269095,train
Sample_007,0.034599677,-0.0118493,0.027457971,train
Sample_008,-0.0007946193,-0.022621986,0.049630143,train
Sample_009,-1.5556781,0.6201844,-0.4121896,train
Sample_010,0.034599677,-0.0118493,0.027457971,train
Sample_012,-0.78699356,0.21400121,-0.07098241,train
Sample_013,0.03539678,-0.012458887,0.02788989,train
Sample_014,-0.542302,-0.07237259,0.24081406,train
Sample_016,0.034599677,-0.0118493,0.027457971,train
Sample_017,-0.123422936,0.1295665,-0.11736645,train
Sample_019,0.034599677,-0.0118493,0.027457971,train
Sample_024,-0.1916786,0.19064909,-0.17992134,train
Sample_025,-0.8876301,0.64455813,-0.6004443,train
Sample_026,0.034599677,-0.0118493,0.027457971,train
Sample_027,-1.2789545,0.73789525,-0.62974054,train
Sample_028,0.03539678,-0.012458887,0.02788989,train
Sample_030,-0.09198162,-0.050375864,0.10675272,train
Sample_002,0.036170907,-0.013047017,0.028297402,valid
Sample_023,-0.5255067,0.14209208,-0.040168874,valid
Sample_029,-1.0016497,0.5028984,-0.3930615,valid
