,Gene1,Gene2,Gene3,split
Sample_001,0.12053329,-0.06280396,0.06120017,train
Sample_003,0.12053329,-0.06280396,0.06120017,train
Sample_004,-0.45126903,0.11883997,-0.05443342,train
Sample_005,0.12053329,-0.06280396,0.06120017,train
Sample_006,0.12053329,-0.06280396,0.06120017,train
Sample_007,-0.092614934,-0.15397272,0.22064897,train
Sample_008,0.12053329,-0.06280396,0.06120017,train
Sample_009,-0.37466705,0.14844039,-0.10770279,train
Sample_010,0.12053329,-0.06280396,0.06120017,train
Sample_012,-0.2393148,-0.086977325,0.16443813,train
Sample_013,0.003664054,0.01090733,-0.009076275,train
Sample_014,-0.024438173,0.07246374,-0.08185552,train
Sample_016,-0.2895087,-0.045559146,0.122357294,train
Sample_017,-1.5600924,0.83710617,-0.74530995,train
Sample_019,0.1209273,-0.06305505,0.061136324,train
Sample_024,0.12053329,-0.06280396,0.06120017,train
Sample_025,0.1209273,-0.06305505,0.061136324,train
Sample_026,-0.21754459,-0.20821738,0.31457803,train
Sample_027,-0.24064445,-0.029767834,0.092317194,train
Sample_028,0.1209273,-0.06305505,0.061136324,train
Sample_030,0.004338868,-0.112503186,0.14812118,train
Sample_002,-0.25435627,-0.15243411,0.25058627,valid
Sample_023,-0.4359957,0.45724824,-0.48981938,valid
Sample_029,0.11535536,-0.057678238,0.05530211,valid
