,Gene1,Gene2,Gene3,split
Sample_001,-0.4593134,0.44209048,-0.44526127,train
Sample_003,0.059880268,-0.030577281,0.04108337,train
Sample_004,-0.5391344,0.082785584,0.044504303,train
Sample_005,-0.5483496,0.52314794,-0.5286642,train
Sample_006,0.060566712,-0.031089481,0.041517507,train
Sample_007,-0.34299994,0.33620006,-0.33630687,train
Sample_008,0.059880268,-0.030577281,0.04108337,train
Sample_009,-0.52226794,0.49940357,-0.50423265,train
Sample_010,0.060566712,-0.031089481,0.041517507,train
Sample_012,0.060566712,-0.031089481,0.041517507,train
Sample_013,-0.1861638,0.14822756,-0.13055296,train
Sample_014,-0.9313265,0.8717901,-0.88818187,train
Sample_016,-0.60511065,0.44548985,-0.41281182,train
Sample_017,-1.1510909,0.34351733,-0.1413933,train
Sample_019,-0.10620125,-0.08382848,0.15270089,train
Sample_024,0.059880268,-0.030577281,0.04108337,train
Sample_025,0.059880268,-0.030577281,0.04108337,train
Sample_026,0.059880268,-0.030577281,0.04108337,train
Sample_027,-0.4585753,-0.1968112,0.38951904,train
Sample_028,0.059880268,-0.030577281,0.04108337,train
Sample_030,0.059880268,-0.030577281,0.04108337,train
Sample_002,0.061230212,-0.031574424,0.04192576,valid
Sample_023,0.061230212,-0.031574424,0.04192576,valid
Sample_029,0.061230212,-0.031574424,0.04192576,valid
