,Gene1,Gene2,Gene3,split
Sample_001,0.04987,-0.09140977,0.112025976,train
Sample_003,0.11882977,-0.062141467,0.060733654,train
Sample_004,-0.4413008,-0.005369216,0.10122833,train
Sample_005,-0.22454019,0.08007173,-0.05148784,train
Sample_006,0.11882977,-0.062141467,0.060733654,train
Sample_007,0.11882977,-0.062141467,0.060733654,train
Sample_008,-0.08119634,0.1237202,-0.13616034,train
Sample_009,-0.7851273,0.66308784,-0.68261236,train
Sample_010,0.11882977,-0.062141467,0.060733654,train
Sample_012,-0.51551235,0.444699,-0.45824412,train
Sample_013,0.11882977,-0.062141467,0.060733654,train
Sample_014,-0.5487816,0.23469253,-0.18341282,train
Sample_016,-0.30478853,0.15109944,-0.12599255,train
Sample_017,0.11923677,-0.062354192,0.060831215,train
Sample_019,-0.31366062,0.27703375,-0.28490928,train
Sample_024,-0.028025076,-0.12447046,0.1699644,train
Sample_025,0.11882977,-0.062141467,0.060733654,train
Sample_026,-1.2053397,0.33213535,-0.17523092,train
Sample_027,0.11882977,-0.062141467,0.060733654,train
Sample_028,0.11923677,-0.062354192,0.060831215,train
Sample_030,0.11882977,-0.062141467,0.060733654,train
Sample_002,-0.98686653,0.47811723,-0.4053776,valid
Sample_023,-0.7318901,0.25902584,-0.17737976,valid
Sample_029,-0.034107685,0.080560505,-0.09062386,valid
