,Gene1,Gene2,Gene3,split
Sample_001,0.10368525,-0.055713348,0.058193937,train
Sample_003,0.10368525,-0.055713348,0.058193937,train
Sample_004,0.10368525,-0.055713348,0.058193937,train
Sample_005,0.10368525,-0.055713348,0.058193937,train
Sample_006,-0.36959052,0.18042612,-0.13209473,train
Sample_007,-0.87840855,0.22551727,-0.068177536,train
Sample_008,0.10368525,-0.055713348,0.058193937,train
Sample_009,0.10420199,-0.055933774,0.058451075,train
Sample_010,-0.9545082,0.843323,-0.84400976,train
Sample_012,-0.9828541,0.406308,-0.27554137,train
Sample_013,0.10420199,-0.055933774,0.058451075,train
Sample_014,-0.32106525,0.20740315,-0.1783847,train
Sample_016,0.10368525,-0.055713348,0.058193937,train
Sample_017,-0.7474364,0.3884384,-0.30892664,train
Sample_019,0.10368525,-0.055713348,0.058193937,train
Sample_024,0.10368525,-0.055713348,0.058193937,train
Sample_025,0.018150188,0.024288528,-0.024155483,train
Sample_026,-0.70435804,0.20320097,-0.081299976,train
Sample_027,0.10368525,-0.055713348,0.058193937,train
Sample_028,-0.0666231,0.10357789,-0.10577148,train
Sample_030,-0.13454315,-0.051242284,0.109472774,train
Sample_002,-0.38914838,0.40551066,-0.41735518,valid
Sample_023,-0.18368769,0.21341318,-0.21935788,valid
Sample_029,0.10469634,-0.05621434,0.058550626,valid
