,Gene1,Gene2,Gene3,split
Sample_001,0.09823255,-0.053257328,0.056934662,train
Sample_003,0.09871916,-0.05370581,0.057014823,train
Sample_004,0.09823255,-0.053257328,0.056934662,train
Sample_005,0.09823255,-0.053257328,0.056934662,train
Sample_006,-0.52329344,0.17208897,-0.08485564,train
Sample_007,-0.3887323,0.16317235,-0.10537013,train
Sample_008,0.09823255,-0.053257328,0.056934662,train
Sample_009,-0.5776437,-0.059041183,0.22493029,train
Sample_010,0.09823255,-0.053257328,0.056934662,train
Sample_012,0.09871916,-0.05370581,0.057014823,train
Sample_013,-0.5250065,0.29752824,-0.24556851,train
Sample_014,-0.21609345,-0.17145625,0.28299278,train
Sample_016,-0.31719595,-0.20927197,0.35556594,train
Sample_017,0.09823255,-0.053257328,0.056934662,train
Sample_019,0.09823255,-0.053257328,0.056934662,train
Sample_024,-0.94116265,0.8637594,-0.87399596,train
Sample_025,-0.2918461,-0.1988107,0.33656016,train
Sample_026,-0.3620839,0.17322165,-0.12460872,train
Sample_027,-0.8508305,0.83217776,-0.8549807,train
Sample_028,-0.5426068,0.04651885,0.08102056,train
Sample_030,0.09823255,-0.053257328,0.056934662,train
Sample_002,0.09929842,-0.053982213,0.057161815,valid
Sample_023,-0.4631937,-0.022269234,0.15023524,valid
Sample_029,-0.86342263,0.37407178,-0.2634632,valid
