,Gene1,Gene2,Gene3,split
Sample_001,-0.041859105,0.079514965,-0.080022454,train
Sample_003,0.10221093,-0.05487392,0.05805922,train
Sample_004,-1.0923122,0.36807624,-0.19893849,train
Sample_005,-0.015751906,0.055108268,-0.054932564,train
Sample_006,0.10221093,-0.05487392,0.05805922,train
Sample_007,-0.05959104,0.096091926,-0.09706342,train
Sample_008,-1.416058,0.7851694,-0.6570341,train
Sample_009,-0.6682003,0.33587185,-0.2588751,train
Sample_010,-0.1253177,0.15753745,-0.1602289,train
Sample_012,0.10167566,-0.054670613,0.057919204,train
Sample_013,0.10167566,-0.054670613,0.057919204,train
Sample_014,0.10167566,-0.054670613,0.057919204,train
Sample_016,0.10167566,-0.054670613,0.057919204,train
Sample_017,0.10167566,-0.054670613,0.057919204,train
Sample_019,0.10167566,-0.054670613,0.057919204,train
Sample_024,-0.23959872,-0.026259046,0.103195965,train
Sample_025,0.10167566,-0.054670613,0.057919204,train
Sample_026,0.060489476,-0.07017206,0.08769494,train
Sample_027,0.10167566,-0.054670613,0.057919204,train
Sample_028,0.10221093,-0.05487392,0.05805922,train
Sample_030,-0.8629645,0.30332163,-0.1702806,train
Sample_002,0.10268764,-0.055138864,0.058130585,valid
Sample_023,-0.17320143,-0.04715363,0.11423475,valid
Sample_029,-0.26385498,0.18308783,-0.15979952,valid
