,Gene1,Gene2,Gene3,split
Sample_001,-0.37584442,-0.20184503,0.36227944,train
Sample_003,0.07912052,-0.04334628,0.050504282,train
Sample_004,-1.1850332,0.36180258,-0.17706852,train
Sample_005,0.07912052,-0.04334628,0.050504282,train
Sample_006,0.07912052,-0.04334628,0.050504282,train
Sample_007,-1.5617285,0.83401847,-0.6999137,train
Sample_008,0.07912052,-0.04334628,0.050504282,train
Sample_009,0.07912052,-0.04334628,0.050504282,train
Sample_010,0.079843365,-0.04375903,0.050784115,train
Sample_012,-0.37422648,0.16084206,-0.107351944,train
Sample_013,0.079843365,-0.04375903,0.050784115,train
Sample_014,0.079843365,-0.04375903,0.050784115,train
Sample_016,0.07912052,-0.04334628,0.050504282,train
Sample_017,0.07912052,-0.04334628,0.050504282,train
Sample_019,-0.2884116,-0.17037594,0.30128187,train
Sample_024,-1.1867583,0.81033826,-0.7571097,train
Sample_025,-0.32072338,0.15583235,-0.113433376,train
Sample_026,-1.197442,0.4533931,-0.29272574,train
Sample_027,-0.45425516,0.38890103,-0.38379657,train
Sample_028,0.07912052,-0.04334628,0.050504282,train
Sample_030,0.07912052,-0.04334628,0.050504282,train
Sample_002,-0.7708789,0.45083618,-0.3892988,valid
Sample_023,-0.5857677,0.26288936,-0.18970211,valid
Sample_029,-0.26660454,0.1385131,-0.10368891,valid
