,Gene1,Gene2,Gene3,split
Sample_001,0.044890534,-0.019435972,0.033253297,train
Sample_003,-0.33681348,0.28808546,-0.27200398,train
Sample_004,-1.1301231,0.7777753,-0.71368,train
Sample_005,0.044073183,-0.018870598,0.032654643,train
Sample_006,-0.7071806,0.6578806,-0.6601677,train
Sample_007,-0.46707362,0.44196305,-0.4392454,train
Sample_008,-0.06303069,-0.05246775,0.101539075,train
Sample_009,-1.6080478,0.5642469,-0.32383388,train
Sample_010,0.044073183,-0.018870598,0.032654643,train
Sample_012,-0.4071078,0.38756636,-0.38343415,train
Sample_013,0.044073183,-0.018870598,0.032654643,train
Sample_014,-1.9639329,0.7665852,-0.5001042,train
Sample_016,0.044073183,-0.018870598,0.032654643,train
Sample_017,0.044890534,-0.019435972,0.033253297,train
Sample_019,0.044073183,-0.018870598,0.032654643,train
Sample_024,-0.0064799376,-0.035582118,0.066372946,train
Sample_025,0.044073183,-0.018870598,0.032654643,train
Sample_026,0.044073183,-0.018870598,0.032654643,train
Sample_027,-1.0225872,0.2621013,-0.07471824,train
Sample_028,-0.0958568,-0.06276489,0.12265137,train
Sample_030,0.044073183,-0.018870598,0.032654643,train
Sample_002,-1.0791337,0.476348,-0.33696666,valid
Sample_023,0.045675218,-0.020035962,0.033722434,valid
Sample_029,-0.40954286,0.16239609,-0.092482656,valid
