,Gene1,Gene2,Gene3,split
Sample_001,-0.31216553,-0.19540894,0.33919218,train
Sample_003,0.09125324,-0.049713295,0.05516802,train
Sample_004,-0.377954,0.23707433,-0.20284481,train
Sample_005,0.06745336,-0.02765104,0.032389145,train
Sample_006,-0.31306037,0.06289473,0.006306056,train
Sample_007,0.09057621,-0.049957808,0.055644684,train
Sample_008,0.0919102,-0.05011856,0.055176165,train
Sample_009,0.09125324,-0.049713295,0.05516802,train
Sample_010,0.09125324,-0.049713295,0.05516802,train
Sample_012,-0.80902755,0.6314175,-0.60864526,train
Sample_013,0.06377971,-0.024245603,0.028873095,train
Sample_014,-0.6411486,0.37447834,-0.31731337,train
Sample_016,0.09125324,-0.049713295,0.05516802,train
Sample_017,-0.38055548,-0.22010814,0.38734162,train
Sample_019,0.0919102,-0.05011856,0.055176165,train
Sample_024,-1.3379555,0.5523849,-0.38290092,train
Sample_025,0.043617547,-0.06764239,0.08915645,train
Sample_026,-0.9218524,0.37656543,-0.25310922,train
Sample_027,-0.21824029,0.23718415,-0.24104835,train
Sample_028,0.0919102,-0.05011856,0.055176165,train
Sample_030,-0.004170008,-0.08417563,0.12235008,train
Sample_002,0.092523344,-0.050428122,0.055353258,valid
Sample_023,0.032555312,0.0051793456,-0.0020985268,valid
Sample_029,0.092523344,-0.050428122,0.055353258,valid
