,Gene1,Gene2,Gene3,split
Sample_001,-0.116283044,-0.01852305,0.07061364,train
Sample_003,-0.12455864,0.13346829,-0.12350783,train
Sample_004,-1.1184325,0.6203515,-0.5133414,train
Sample_005,-0.5591043,0.48490188,-0.47272447,train
Sample_006,0.045675218,-0.020035962,0.033722434,train
Sample_007,0.045675218,-0.020035962,0.033722434,train
Sample_008,0.045675218,-0.020035962,0.033722434,train
Sample_009,-1.0219913,0.46941325,-0.34172395,train
Sample_010,0.04649562,-0.02064107,0.034250155,train
Sample_012,-0.029932082,0.048141092,-0.036109474,train
Sample_013,-0.09604578,0.1077575,-0.09717296,train
Sample_014,-1.9036555,0.5614737,-0.2490507,train
Sample_016,-0.41401252,0.39487037,-0.39149535,train
Sample_017,0.04649562,-0.02064107,0.034250155,train
Sample_019,-0.16286176,-0.019511836,0.083060615,train
Sample_024,0.03219594,-0.00788135,0.021272793,train
Sample_025,0.045675218,-0.020035962,0.033722434,train
Sample_026,-0.79983026,0.4085672,-0.31654155,train
Sample_027,-0.875935,0.166084,0.014709845,train
Sample_028,0.045675218,-0.020035962,0.033722434,train
Sample_030,0.045675218,-0.020035962,0.033722434,train
Sample_002,0.047273293,-0.021252075,0.0347266,valid
Sample_023,0.047273293,-0.021252075,0.0347266,valid
Sample_029,-1.3830928,0.47116503,-0.25726905,valid
