,LatDim_0,LatDim_1,split
Sample_001,-1.2759765,1.9000278,train
Sample_003,2.1322482,0.0127773015,train
Sample_004,2.6373453,0.86749834,train
Sample_005,-0.4116542,0.74662006,train
Sample_006,0.67396915,-0.57139874,train
Sample_007,0.45349985,-0.5772941,train
Sample_008,2.125649,2.0166454,train
Sample_009,1.0359625,-0.26802966,train
Sample_010,-0.97024655,0.13169554,train
Sample_012,-0.052012615,0.19818068,train
Sample_013,-1.698175,-0.7749655,train
Sample_014,2.3255463,0.32293242,train
Sample_016,1.7705697,-1.4615773,train
Sample_017,1.5658908,-0.59840137,train
Sample_019,0.9545662,2.0241876,train
Sample_024,1.0211525,1.4720453,train
Sample_025,-0.7714567,-1.2374372,train
Sample_026,0.51113147,1.8110181,train
Sample_027,2.3329651,-1.095857,train
Sample_028,2.0407586,0.5075239,train
Sample_030,0.5138406,-0.047700636,train
Sample_002,-2.2775667,-0.0034007756,valid
Sample_023,-0.7356996,-0.4067488,valid
Sample_029,-0.5711893,2.7895331,valid
