,LatDim_0,LatDim_1,split
Sample_001,0.5240253,-0.29710114,train
Sample_003,-0.040560693,1.59552,train
Sample_004,1.859405,-0.29336306,train
Sample_005,1.3673662,-0.0830962,train
Sample_006,-1.5994613,-1.2877351,train
Sample_007,1.1230974,0.2772042,train
Sample_008,1.4340639,-0.54017276,train
Sample_009,-0.32560647,-0.95603293,train
Sample_010,1.2231251,-0.3134449,train
Sample_012,1.3218558,-2.166103,train
Sample_013,1.0068744,1.5901674,train
Sample_014,2.2010758,0.04367954,train
Sample_016,-1.9449699,-0.12765995,train
Sample_017,-0.4410597,-0.020045837,train
Sample_019,0.21569426,0.5415096,train
Sample_024,0.18578172,0.10797561,train
Sample_025,-1.0961325,-0.59605676,train
Sample_026,2.1244683,0.6737346,train
Sample_027,2.8826795,0.15488917,train
Sample_028,1.096521,1.8405355,train
Sample_030,-0.20276779,-0.7411815,train
Sample_002,0.48949867,2.173929,valid
Sample_023,0.61932915,0.30243936,valid
Sample_029,2.1166356,0.24505699,valid
