,LatDim_0,LatDim_1,split
Sample_001,-0.7238782,-2.019593,train
Sample_003,-0.4219284,0.78838474,train
Sample_004,0.23600423,2.0020926,train
Sample_005,0.7124251,-0.572478,train
Sample_006,-0.059735715,0.06071046,train
Sample_007,1.6341269,0.6452018,train
Sample_008,-0.7661227,-0.6404946,train
Sample_009,1.5517771,-1.5876598,train
Sample_010,-1.1358157,0.30856922,train
Sample_012,-0.9955313,0.6187416,train
Sample_013,0.84875405,-0.18732965,train
Sample_014,2.1333194,0.19353366,train
Sample_016,0.9351405,-2.0202353,train
Sample_017,-0.44966453,-1.459421,train
Sample_019,0.044157438,-1.1260056,train
Sample_024,1.4356868,-0.7557867,train
Sample_025,0.23977107,1.8092897,train
Sample_026,2.5839257,0.8099747,train
Sample_027,4.7133923,-0.21379162,train
Sample_028,-0.07690381,-0.2686872,train
Sample_030,0.8521056,0.14651671,train
Sample_002,1.4872123,-1.1619406,valid
Sample_023,0.26382226,-0.23163448,valid
Sample_029,3.5026824,0.89683574,valid
