,Gene1,Gene2,Gene3,split
Sample_001,0.01,0.01,0.01,train
Sample_003,-0.08133336,0.0055840556,0.039158277,train
Sample_004,-2.2278798,0.9720616,-0.658978,train
Sample_005,-0.103712134,0.11214085,-0.092831425,train
Sample_006,0.01,0.01,0.01,train
Sample_007,-0.018095406,0.002606853,0.026770009,train
Sample_008,-0.16049899,0.16314912,-0.14418456,train
Sample_009,-1.2516195,0.5268201,-0.33424267,train
Sample_010,-0.24408646,0.042585045,0.033118263,train
Sample_012,-2.1582072,0.9073175,-0.5931785,train
Sample_013,-0.3432525,0.32714462,-0.30929977,train
Sample_014,0.010999899,0.008999899,0.010999899,train
Sample_016,0.01,0.01,0.01,train
Sample_017,0.01,0.01,0.01,train
Sample_019,-0.8124857,0.3927198,-0.27362135,train
Sample_024,0.010999899,0.008999899,0.010999899,train
Sample_025,0.01,0.01,0.01,train
Sample_026,-0.47326443,-0.0008827802,0.14814727,train
Sample_027,-0.26767465,0.2594186,-0.24110495,train
Sample_028,-0.120078854,0.040041406,0.0045666974,train
Sample_030,0.01,0.01,0.01,train
Sample_002,-0.61739993,0.50884515,-0.47343272,valid
Sample_023,-0.6907091,0.16380534,-0.008723924,valid
Sample_029,-0.43010628,-0.11035247,0.27881387,valid
