,Gene1,Gene2,Gene3,split
Sample_001,0.051675986,-0.024776317,0.03708848,train
Sample_003,-0.14413837,0.15279493,-0.1450091,train
Sample_004,-0.609057,0.030179795,0.12699986,train
Sample_005,-0.51399577,0.2149556,-0.13542794,train
Sample_006,0.052416913,-0.025298793,0.03754482,train
Sample_007,-0.18078434,0.008172423,0.051072087,train
Sample_008,-0.45845097,0.109424226,-0.012403447,train
Sample_009,0.051675986,-0.024776317,0.03708848,train
Sample_010,-0.3513323,0.10798385,-0.036608007,train
Sample_012,-0.26663074,-0.12647218,0.24613018,train
Sample_013,-0.3144559,0.27790767,-0.26551744,train
Sample_014,-1.1746941,0.5019579,-0.34597963,train
Sample_016,0.051675986,-0.024776317,0.03708848,train
Sample_017,0.051675986,-0.024776317,0.03708848,train
Sample_019,0.0421959,-0.016179446,0.028272472,train
Sample_024,0.051675986,-0.024776317,0.03708848,train
Sample_025,0.051675986,-0.024776317,0.03708848,train
Sample_026,-1.2628686,0.6520637,-0.5187362,train
Sample_027,-1.7166061,0.7386781,-0.52038157,train
Sample_028,-0.4192392,0.35204175,-0.3359389,train
Sample_030,0.051675986,-0.024776317,0.03708848,train
Sample_002,-0.38518307,0.3720978,-0.37030303,valid
Sample_023,0.02597162,-0.001156548,0.012667453,valid
Sample_029,-0.9536205,0.3723757,-0.23174477,valid
