,Gene1,Gene2,Gene3,split
Sample_001,0.08868179,-0.032453995,0.027995229,train
Sample_003,-0.05966337,-0.038989525,0.066025235,train
Sample_004,-0.4533999,0.47408247,-0.50910795,train
Sample_005,-0.33261544,0.23140502,-0.2240166,train
Sample_006,0.1220137,-0.063631184,0.06116894,train
Sample_007,-0.45348585,0.44450045,-0.47140065,train
Sample_008,-0.11622572,0.15899926,-0.17494373,train
Sample_009,-0.41199765,0.2794641,-0.26997697,train
Sample_010,0.12049028,-0.06428978,0.062312033,train
Sample_012,0.12228105,-0.06385675,0.06133057,train
Sample_013,0.1220137,-0.063631184,0.06116894,train
Sample_014,0.12228105,-0.06385675,0.06133057,train
Sample_016,-0.07365213,-0.1482201,0.20798612,train
Sample_017,-0.47438008,0.25879744,-0.23062915,train
Sample_019,0.1220137,-0.063631184,0.06116894,train
Sample_024,0.1220137,-0.063631184,0.06116894,train
Sample_025,0.05763492,-0.09146298,0.10947533,train
Sample_026,0.0058829635,-0.0889912,0.11665269,train
Sample_027,-0.7711928,0.18364367,-0.07659878,train
Sample_028,0.1220137,-0.063631184,0.06116894,train
Sample_030,-0.14273961,-0.17808753,0.25982565,train
Sample_002,0.122656435,-0.06401924,0.061396178,valid
Sample_023,0.122656435,-0.06401924,0.061396178,valid
Sample_029,0.122656435,-0.06401924,0.061396178,valid
