,LatDim_0,LatDim_1,split
Sample_001,0.28059447,-1.0771782,train
Sample_003,-0.28898323,0.81890416,train
Sample_004,0.32234,-1.2539262,train
Sample_005,1.430642,0.3805861,train
Sample_006,3.1563594,-1.1786945,train
Sample_007,2.199957,-0.37358066,train
Sample_008,-0.46563277,-0.9050095,train
Sample_009,2.418225,-0.13262859,train
Sample_010,0.006823132,0.8200142,train
Sample_012,-1.2685391,-1.0035104,train
Sample_013,-0.67298895,-0.64325774,train
Sample_014,1.2846959,-1.0023891,train
Sample_016,-1.0356346,0.43102798,train
Sample_017,1.4811449,-0.20679548,train
Sample_019,-0.5175092,-0.122842036,train
Sample_024,-0.53369105,1.1664209,train
Sample_025,2.111386,-0.097124696,train
Sample_026,-1.6686847,0.5969782,train
Sample_027,2.9009013,1.3029482,train
Sample_028,-1.0563068,1.0959637,train
Sample_030,-1.8402727,-0.70715994,train
Sample_002,0.460339,1.779113,valid
Sample_023,0.4997818,2.110812,valid
Sample_029,0.2917625,-0.006177558,valid
