,LatDim_0,LatDim_1,split
Sample_001,0.7760575,1.4802557,train
Sample_003,-1.9907078,-0.9124423,train
Sample_004,0.49325728,0.23519686,train
Sample_005,0.6891198,-0.4229682,train
Sample_006,0.44680414,-0.025526369,train
Sample_007,1.2768024,0.44581702,train
Sample_008,2.073145,0.45948848,train
Sample_009,1.1364173,-0.065197624,train
Sample_010,1.0988088,0.03489091,train
Sample_012,0.8664647,-0.68307245,train
Sample_013,-0.78789544,-2.091236,train
Sample_014,0.29356414,-0.8846773,train
Sample_016,0.43539268,-0.12760423,train
Sample_017,0.41615817,-0.55128926,train
Sample_019,0.07476725,0.5330817,train
Sample_024,-1.4185436,-0.5829664,train
Sample_025,-0.0013522389,-0.0394993,train
Sample_026,1.6630268,1.847408,train
Sample_027,0.999945,0.23162836,train
Sample_028,0.7892319,-0.32527855,train
Sample_030,-0.2129218,1.5243767,train
Sample_002,-0.28491193,-0.449026,valid
Sample_023,0.9054842,0.33782828,valid
Sample_029,1.7906978,0.46960184,valid
