,Gene1,Gene2,Gene3,split
Sample_001,-0.0006056465,-0.029444586,0.057453223,train
Sample_003,0.041634202,-0.017274411,0.03124247,train
Sample_004,-1.4715449,0.455504,-0.21704625,train
Sample_005,0.040869836,-0.016563797,0.030997774,train
Sample_006,-1.1442358,0.49610218,-0.3472037,train
Sample_007,0.041634202,-0.017274411,0.03124247,train
Sample_008,-0.6026562,0.5621657,-0.5611359,train
Sample_009,-0.010105811,-0.032394994,0.06351297,train
Sample_010,-0.7205197,0.4209263,-0.35182402,train
Sample_012,0.040869836,-0.016563797,0.030997774,train
Sample_013,0.040869836,-0.016563797,0.030997774,train
Sample_014,-1.2259885,0.7392766,-0.64089614,train
Sample_016,0.040869836,-0.016563797,0.030997774,train
Sample_017,-0.38368526,0.36524284,-0.35965207,train
Sample_019,0.040869836,-0.016563797,0.030997774,train
Sample_024,-0.28307977,0.13517608,-0.0878615,train
Sample_025,-0.6166651,0.26529345,-0.17551005,train
Sample_026,-0.6419282,0.1303437,0.004280379,train
Sample_027,-1.1443425,0.37933642,-0.197464,train
Sample_028,0.040869836,-0.016563797,0.030997774,train
Sample_030,0.026508067,-0.021024045,0.040158536,train
Sample_002,-0.6473706,0.18150127,-0.06083137,valid
Sample_023,-0.80362743,0.059512474,0.13348848,valid
Sample_029,-0.14467597,0.0024792477,0.05009124,valid
