,LatDim_0,LatDim_1,split
Sample_001,-0.37192538,0.67442125,train
Sample_003,-1.9780875,-0.050245553,train
Sample_004,1.5813395,-1.8523978,train
Sample_005,0.8813299,-0.7760226,train
Sample_006,0.4290647,0.9919916,train
Sample_007,0.12098541,-0.6316607,train
Sample_008,0.37836343,0.20828086,train
Sample_009,2.4945526,-1.5202429,train
Sample_010,-0.4814225,1.2755439,train
Sample_012,-1.3326234,-0.33867866,train
Sample_013,0.36777863,-0.75822014,train
Sample_014,-0.27992493,0.4106084,train
Sample_016,-0.4796493,-0.7488894,train
Sample_017,1.089572,-1.2363745,train
Sample_019,0.3824155,-2.4378607,train
Sample_024,0.6753882,1.0872096,train
Sample_025,-0.7097201,0.364861,train
Sample_026,1.1020254,-0.15522298,train
Sample_027,0.7636261,1.8436493,train
Sample_028,0.86188895,0.028769013,train
Sample_030,0.046797663,0.42144758,train
Sample_002,-0.5638126,-0.36053902,valid
Sample_023,-2.0337877,1.1812397,valid
Sample_029,-0.51403964,-0.56372446,valid
