,Gene1,Gene2,Gene3,split
Sample_001,0.09995372,-0.054068305,0.05748282,train
Sample_003,0.09929842,-0.053982213,0.057161815,train
Sample_004,0.09929842,-0.053982213,0.057161815,train
Sample_005,0.09929842,-0.053982213,0.057161815,train
Sample_006,-0.038201034,-0.10548173,0.1559915,train
Sample_007,0.068653785,-0.06545996,0.07918808,train
Sample_008,-0.2401681,0.2628432,-0.26889253,train
Sample_009,-1.3976114,0.5040634,-0.3033101,train
Sample_010,-0.5784433,0.30246967,-0.23931137,train
Sample_012,0.09929842,-0.053982213,0.057161815,train
Sample_013,-0.15421593,-0.14893436,0.23937887,train
Sample_014,-0.89859116,0.20588925,-0.038412172,train
Sample_016,0.09929842,-0.053982213,0.057161815,train
Sample_017,0.09995372,-0.054068305,0.05748282,train
Sample_019,0.09929842,-0.053982213,0.057161815,train
Sample_024,0.09929842,-0.053982213,0.057161815,train
Sample_025,-0.06796953,-0.11663133,0.17738803,train
Sample_026,-0.044916265,-0.06240451,0.10269301,train
Sample_027,0.09929842,-0.053982213,0.057161815,train
Sample_028,-0.28981453,0.12831831,-0.08435605,train
Sample_030,-0.39008546,0.40350333,-0.41324407,train
Sample_002,-0.7222916,0.40595904,-0.33712694,valid
Sample_023,-0.08842061,-0.035463482,0.07840097,valid
Sample_029,0.10048976,-0.054332945,0.057581194,valid
