,LatDim_0,LatDim_1,split
Sample_001,2.127451,0.99015766,train
Sample_003,1.3045061,0.021007707,train
Sample_004,2.1973932,-1.6178744,train
Sample_005,-0.004051268,2.0322797,train
Sample_006,1.5483886,0.14840224,train
Sample_007,1.7963948,-0.87672335,train
Sample_008,0.061603516,-0.12062749,train
Sample_009,0.24084401,-1.5412719,train
Sample_010,-1.1473936,-0.13598108,train
Sample_012,1.836745,1.0261955,train
Sample_013,0.69963145,-1.1679292,train
Sample_014,1.1046845,0.39783406,train
Sample_016,1.1921976,-1.3794236,train
Sample_017,0.67442954,-0.7912386,train
Sample_019,1.5635937,0.5818778,train
Sample_024,2.4331841,-0.76864195,train
Sample_025,-1.5585129,-1.5804414,train
Sample_026,-1.0519172,0.25223392,train
Sample_027,1.7398126,1.4150407,train
Sample_028,0.6667338,-0.317517,train
Sample_030,0.19856095,1.5573133,train
Sample_002,0.9264725,-0.7027044,valid
Sample_023,0.33480486,-2.177485,valid
Sample_029,0.71398515,-0.5726833,valid
