,LatDim_0,LatDim_1,split
Sample_001,1.1576726,-0.17912236,train
Sample_003,0.8934288,0.6357539,train
Sample_004,3.574153,0.7924717,train
Sample_005,1.2806782,0.37314406,train
Sample_006,0.66492385,-0.55260104,train
Sample_007,1.7998497,-1.1374164,train
Sample_008,-1.344886,1.763298,train
Sample_009,-0.6128706,-0.00036413776,train
Sample_010,-0.97148794,-0.13553065,train
Sample_012,-0.57612646,-1.443537,train
Sample_013,0.23659724,0.7272428,train
Sample_014,0.63688827,-0.1823429,train
Sample_016,-1.0671984,-0.76577616,train
Sample_017,-0.2044422,-1.7577171,train
Sample_019,0.4534467,-0.233998,train
Sample_024,0.28748083,-0.3944928,train
Sample_025,-0.4093483,1.3135433,train
Sample_026,-0.17475525,0.710913,train
Sample_027,1.7289633,-0.57601047,train
Sample_028,-0.7400123,2.033574,train
Sample_030,0.23505393,-0.85568225,train
Sample_002,1.8212712,-1.5851167,valid
Sample_023,0.6594075,1.3484837,valid
Sample_029,1.9089634,-1.2274874,valid
