,Gene1,Gene2,Gene3,split
Sample_001,0.084216885,-0.045766138,0.052733365,train
Sample_003,-0.35712093,0.36008716,-0.36747167,train
Sample_004,0.083402105,-0.045586813,0.052308,train
Sample_005,-0.19222164,0.17508458,-0.16758567,train
Sample_006,-0.081937484,-0.10462919,0.16768144,train
Sample_007,-0.4676724,0.46189308,-0.4728175,train
Sample_008,0.028119452,0.0053225197,-0.00037150085,train
Sample_009,-0.38378793,0.11575572,-0.04609496,train
Sample_010,-0.7202695,0.40440035,-0.3393667,train
Sample_012,0.083402105,-0.045586813,0.052308,train
Sample_013,-0.3590158,-0.19207613,0.34510237,train
Sample_014,-1.0531337,0.1750167,0.034617282,train
Sample_016,-0.82835144,0.22043696,-0.07585269,train
Sample_017,-0.50337034,0.49591008,-0.5073762,train
Sample_019,0.083402105,-0.045586813,0.052308,train
Sample_024,0.083402105,-0.045586813,0.052308,train
Sample_025,0.083402105,-0.045586813,0.052308,train
Sample_026,0.083402105,-0.045586813,0.052308,train
Sample_027,-0.3737182,0.14326082,-0.08393257,train
Sample_028,0.05254086,-0.038501233,0.05081629,train
Sample_030,-0.23641115,-0.15857959,0.27311787,train
Sample_002,0.08487605,-0.046128213,0.05294424,valid
Sample_023,0.035524238,-0.0005991012,0.005882032,valid
Sample_029,-0.9589689,0.4348591,-0.3212477,valid
