,LatDim_0,LatDim_1,split
Sample_001,0.47090322,-0.09673518,train
Sample_003,-1.7446396,0.041524693,train
Sample_004,-0.26741505,0.6318918,train
Sample_005,0.58710396,0.342118,train
Sample_006,2.0122473,-2.7639096,train
Sample_007,1.9928653,0.3272722,train
Sample_008,0.46545172,0.54361826,train
Sample_009,0.2182135,-0.40831503,train
Sample_010,-0.37226665,0.50173336,train
Sample_012,0.98975015,-1.026495,train
Sample_013,-0.38647106,-0.20369783,train
Sample_014,2.4401183,1.1022916,train
Sample_016,-0.18211794,0.9806997,train
Sample_017,-0.54852533,-2.2085133,train
Sample_019,1.0259169,0.1585658,train
Sample_024,0.5318973,-0.6170212,train
Sample_025,-0.73362154,-0.40846533,train
Sample_026,2.0580268,-0.23061968,train
Sample_027,0.80317205,0.1303917,train
Sample_028,-1.8048408,-0.4305924,train
Sample_030,-1.3364778,1.2785944,train
Sample_002,0.004846841,0.47939122,valid
Sample_023,0.54745686,1.3890153,valid
Sample_029,1.9126365,-1.5976866,valid
