,LatDim_0,LatDim_1,split
Sample_001,0.19093695,-0.8117125,train
Sample_003,0.11885613,-1.4029458,train
Sample_004,2.6340365,0.10863002,train
Sample_005,-0.05954182,-0.74315673,train
Sample_006,0.7587797,1.579577,train
Sample_007,-1.5476248,0.43128064,train
Sample_008,-1.0686338,-0.8821223,train
Sample_009,1.5804741,0.99264985,train
Sample_010,-0.21048987,-0.39038938,train
Sample_012,2.2482743,0.7939761,train
Sample_013,0.48702228,-0.5723095,train
Sample_014,1.7344853,-0.5435996,train
Sample_016,0.8368909,1.2713003,train
Sample_017,1.3377175,0.5043934,train
Sample_019,1.0002093,1.798043,train
Sample_024,1.7491572,0.2860801,train
Sample_025,-2.1967263,1.9914443,train
Sample_026,0.9127816,-0.21851498,train
Sample_027,0.93854475,0.22799656,train
Sample_028,1.0705628,-0.6783015,train
Sample_030,1.2457719,-0.20600997,train
Sample_002,-0.12930042,0.42437458,valid
Sample_023,-0.2994825,0.096696794,valid
Sample_029,0.6193342,0.41655633,valid
