,LatDim_0,LatDim_1,split
Sample_001,-2.363152,-1.500437,train
Sample_003,-0.2074447,0.3494978,train
Sample_004,3.7354238,0.26562902,train
Sample_005,0.008614987,-0.10217013,train
Sample_006,-1.1773843,-0.046084635,train
Sample_007,1.3196696,1.9228626,train
Sample_008,1.1840392,-0.39514127,train
Sample_009,1.8516951,0.05462234,train
Sample_010,0.04618034,-2.0531542,train
Sample_012,1.3419425,-0.9438801,train
Sample_013,0.50901043,-0.9131985,train
Sample_014,1.4315915,1.1662207,train
Sample_016,0.56145906,0.56931543,train
Sample_017,0.50569165,0.16079685,train
Sample_019,0.8404653,1.2554358,train
Sample_024,1.2952724,-0.44814044,train
Sample_025,0.72575724,-0.3839881,train
Sample_026,0.028866619,-0.73247725,train
Sample_027,0.43982267,-0.6842469,train
Sample_028,0.9125639,0.08731302,train
Sample_030,1.1133343,-1.3980533,train
Sample_002,1.2040927,2.181294,valid
Sample_023,-1.5236976,-0.65408134,valid
Sample_029,0.88930166,1.1206418,valid
